NOW,105.16327808926235,33.148874653664855,2265.04443359375,37.516700744628906,465.8179626464844,1720245424,2,5,0,608,'LDSHJP','LDSHJP_608'
NOW,112.94253427064994,32.395894561542555,2264.013772010803,37.48199725151062,463.0161030292511,1720245424,1,4,0,608,'LDSHJP','LDSHJP_608'
NOW,107.40287170390823,31.22228608283171,2263.1251059174538,37.48086839914322,462.73011142015457,1720245422,0,3,0,608,'LDSHJP','LDSHJP_608'
NOW,106.90898927908651,32.39482552073008,2261.417055428028,36.362827599048615,459.8821113705635,1720245421,2,3,0,608,'LDSHJP','LDSHJP_608'
NOW,108.64547315441109,32.374562850586706,2261.162720143795,33.42175441980362,459.54137283563614,1720245420,1,5,0,608,'LDSHJP','LDSHJP_608'
NOW,112.23113290475604,32.28886175745787,2261.624687552452,31.39043289422989,456.72683960199356,1720245417,2,2,0,608,'LDSHJP','LDSHJP_608'
NOW,110.64927906437975,32.60912736537051,2262.48427349329,33.94347959756851,453.8745918869972,1720245414,2,3,0,608,'LDSHJP','LDSHJP_608'
NOW,110.7757023075996,32.581096340519586,2262.5366246700287,36.43394619226456,452.6909366250038,1720245414,4,2,1,608,'LDSHJP','LDSHJP_608'
NOW,106.71939279507697,32.94473939545627,2261.73890799284,33.50075179338455,451.0372682213783,1720245414,2,0,0,608,'LDSHJP','LDSHJP_608'
NOW,106.98072825716822,32.8787936628337,2264.06429117918,31.463716089725494,448.6643527150154,1720245413,5,2,1,608,'LDSHJP','LDSHJP_608'
NOW,112.5046985790141,32.83991867859779,2266.474335372448,30.22406166791916,447.1486275792122,1720245409,0,4,1,608,'LDSHJP','LDSHJP_608'
NOW,112.96788104882083,32.336408072559394,2266.4565889835358,32.03092032670975,445.84345561265945,1720245409,3,3,0,608,'LDSHJP','LDSHJP_608'
NOW,113.20697249470973,31.97219260742199,2263.6653170585632,30.938471615314484,445.2032148241997,1720245405,2,5,1,608,'LDSHJP','LDSHJP_608'
NOW,109.65089355205541,32.65538624002211,2265.8836946487427,30.559528410434723,442.21763867139816,1720245404,3,4,0,608,'LDSHJP','LDSHJP_608'
NOW,112.18509720238156,32.22316836772207,2262.973953962326,29.77842676639557,440.5858694911003,1720245403,4,5,0,608,'LDSHJP','LDSHJP_608'
NOW,105.37356642631177,32.937457442791086,2263.867301762104,28.071089148521423,439.3946484923363,1720245400,1,3,1,608,'LDSHJP','LDSHJP_608'
NOW,107.22183755490674,31.437756013353848,2263.475374519825,27.294114530086517,438.6479284763336,1720245400,4,3,1,608,'LDSHJP','LDSHJP_608'
NOW,106.89635750604864,32.295057519257966,2266.131671965122,28.214458227157593,437.9931615591049,1720245397,0,4,1,608,'LDSHJP','LDSHJP_608'
NOW,109.39590254166129,32.677312353948544,2267.2361255288124,25.913036108016968,437.30521500110626,1720245393,1,2,0,608,'LDSHJP','LDSHJP_608'
NOW,109.26544180448019,32.67558811661472,2270.165168583393,24.557555198669434,436.6774019598961,1720245390,5,3,0,608,'LDSHJP','LDSHJP_608'
NOW,107.15966290685084,31.484414796436447,2268.224863111973,22.49147939682007,435.47404307127,1720245388,2,4,0,608,'LDSHJP','LDSHJP_608'
NOW,110.66632713728968,32.61599401954084,2266.011093199253,21.255068063735962,435.3227480649948,1720245384,3,1,1,608,'LDSHJP','LDSHJP_608'
NOW,112.6682359160283,32.79610293207401,2266.350833952427,18.956867933273315,432.93036663532257,1720245382,1,5,1,608,'LDSHJP','LDSHJP_608'
NOW,112.4682944181122,32.77601239384425,2268.4828129410744,17.055198431015015,430.0785709619522,1720245382,2,3,0,608,'LDSHJP','LDSHJP_608'
NOW,110.7172016344857,32.598359711269204,2268.287003815174,16.007521152496338,429.9569066762924,1720245379,1,2,0,608,'LDSHJP','LDSHJP_608'
NOW,105.81511038738577,32.48411842991191,2266.7846313118935,18.26872420310974,429.5248593091965,1720245379,3,1,0,608,'LDSHJP','LDSHJP_608'
NOW,106.88047127096917,32.2187983326185,2268.9065859913826,17.294754028320312,429.00321811437607,1720245377,3,3,1,608,'LDSHJP','LDSHJP_608'
NOW,107.97018910134018,31.728872835517713,2268.7575340270996,19.02978515625,427.19713777303696,1720245375,4,3,0,608,'LDSHJP','LDSHJP_608'
NOW,106.86696278908748,33.00653268997098,2269.5845064520836,21.842517375946045,427.1025060415268,1720245371,5,1,0,608,'LDSHJP','LDSHJP_608'
NOW,107.86916051581798,31.626676033852227,2268.6593303084373,22.615532338619232,426.9096482396126,1720245367,4,4,0,608,'LDSHJP','LDSHJP_608'
NOW,110.84463141970194,32.54315616605946,2268.0169492959976,22.557275116443634,426.6491957306862,1720245363,2,0,0,608,'LDSHJP','LDSHJP_608'
