NOW,117.34852825274575,39.961525023049205,1142.822509765625,79.9871597290039,244.36325073242188,649729552,3,1,0,4,0,907,'DFDDYSC','DFDDYSC_907'
NOW,112.46757954318673,38.26772958052548,1142.7886992692947,80.90722608566284,242.75321912765503,649729556,0,1,1,3,1,907,'DFDDYSC','DFDDYSC_907'
NOW,114.91590268949099,36.98526619134504,1140.5766001939774,80.86975008249283,241.38723695278168,649729558,2,1,0,1,1,907,'DFDDYSC','DFDDYSC_907'
NOW,116.42487076143966,37.58849030073911,1142.321326136589,80.63337701559067,238.48470675945282,649729561,2,1,0,0,0,907,'DFDDYSC','DFDDYSC_907'
NOW,114.22906495595272,40.443024583922714,1140.7077332735062,83.10080856084824,237.84993588924408,649729563,3,1,0,3,1,907,'DFDDYSC','DFDDYSC_907'
NOW,117.30464652105248,39.41124238084187,1142.1917017698288,84.16234511137009,236.6210732460022,649729567,4,0,0,0,1,907,'DFDDYSC','DFDDYSC_907'
NOW,117.1537141868009,39.01895141096237,1139.2940179109573,85.01900959014893,235.74771058559418,649729570,4,0,1,1,1,907,'DFDDYSC','DFDDYSC_907'
NOW,114.8287137302393,36.9917400098404,1137.5846704244614,83.98886501789093,235.03864699602127,649729573,1,1,1,0,0,907,'DFDDYSC','DFDDYSC_907'
NOW,117.36133443035435,39.8754734309809,1136.1593915224075,83.01595735549927,233.5835832953453,649729575,1,1,1,4,1,907,'DFDDYSC','DFDDYSC_907'
NOW,115.38179219938797,40.74318277230753,1133.804103732109,81.46513950824738,232.41207951307297,649729576,0,1,0,3,1,907,'DFDDYSC','DFDDYSC_907'
NOW,117.37755335703751,39.69065803705328,1133.3300942778587,79.79176485538483,229.8691913485527,649729580,2,0,0,4,0,907,'DFDDYSC','DFDDYSC_907'
NOW,116.78358223846185,40.18040994050322,1133.7125715613365,77.72759139537811,228.39121574163437,649729583,5,0,0,4,1,907,'DFDDYSC','DFDDYSC_907'
NOW,112.97026480040662,39.64100879368778,1132.8223220705986,77.27475029230118,225.42701262235641,649729583,5,0,0,3,0,907,'DFDDYSC','DFDDYSC_907'
NOW,114.68131599668186,37.01957460242614,1130.3139325976372,78.86650568246841,224.88514453172684,649729587,4,0,1,4,0,907,'DFDDYSC','DFDDYSC_907'
NOW,112.86825914192542,39.57162372152082,1131.3752351403236,78.71070474386215,222.37135916948318,649729588,3,1,0,0,0,907,'DFDDYSC','DFDDYSC_907'
NOW,117.40540657526812,40.86025094914722,1128.8770714402199,77.77050393819809,221.93727672100067,649729589,2,1,1,3,0,907,'DFDDYSC','DFDDYSC_907'
NOW,116.87171532303454,40.181415168648655,1130.6277611851692,75.59121984243393,221.4046550989151,649729593,3,1,0,5,0,907,'DFDDYSC','DFDDYSC_907'
NOW,114.58938511493011,40.57647553592944,1131.13505256176,77.84616845846176,220.84968119859695,649729596,1,0,0,2,1,907,'DFDDYSC','DFDDYSC_907'
NOW,115.26791485471574,37.00719076407788,1130.0139540433884,77.78167223930359,218.74128991365433,649729598,5,1,1,5,1,907,'DFDDYSC','DFDDYSC_907'
NOW,113.51907403547894,40.103027782723835,1128.1402246952057,80.48464751243591,216.02289468050003,649729602,5,0,0,0,0,907,'DFDDYSC','DFDDYSC_907'
NOW,117.36058633936318,39.94687726681044,1127.9110571146011,80.80108004808426,215.2643659710884,649729604,4,1,0,0,1,907,'DFDDYSC','DFDDYSC_907'
NOW,117.03426264111248,40.14280775762256,1130.6851164102554,79.27216905355453,214.1475811600685,649729604,3,1,1,0,0,907,'DFDDYSC','DFDDYSC_907'
NOW,116.88833612250993,38.36585375303795,1127.8998168706894,77.1881360411644,213.169382750988,649729607,1,1,0,3,1,907,'DFDDYSC','DFDDYSC_907'
NOW,116.43714165141043,40.80049917563338,1127.3562253713608,76.11181753873825,211.3196501135826,649729611,1,0,0,1,1,907,'DFDDYSC','DFDDYSC_907'
NOW,113.02141497417563,37.71094650335736,1128.690710425377,75.96957677602768,208.6293105483055,649729611,1,0,1,5,1,907,'DFDDYSC','DFDDYSC_907'
NOW,112.46476494945041,38.43832953630561,1130.0055531263351,74.68279641866684,208.24470609426498,649729612,1,1,1,1,1,907,'DFDDYSC','DFDDYSC_907'
NOW,114.95129603465634,36.991584495620764,1130.1328795552254,72.08108133077621,206.2444595694542,649729615,2,0,0,5,0,907,'DFDDYSC','DFDDYSC_907'
NOW,112.6839867103713,37.90251742406154,1132.53083974123,70.30619305372238,204.16781681776047,649729619,5,0,1,2,0,907,'DFDDYSC','DFDDYSC_907'
NOW,115.60327063938551,37.033424965568386,1129.924896299839,70.2654379606247,203.86450564861298,649729619,0,1,0,4,0,907,'DFDDYSC','DFDDYSC_907'
NOW,113.4469406537592,40.03635219157248,1131.6412078738213,67.74813449382782,201.1998370885849,649729620,1,0,0,2,1,907,'DFDDYSC','DFDDYSC_907'
NOW,112.98526065997955,39.670789752333775,1129.3995193839073,68.23709672689438,200.45643889904022,649729623,0,1,1,4,0,907,'DFDDYSC','DFDDYSC_907'
NOW,115.57029845123265,40.74368625667817,1128.628524839878,66.37000495195389,199.13414323329926,649729627,0,0,1,2,0,907,'DFDDYSC','DFDDYSC_907'
NOW,116.92709374234786,38.4658067773911,1128.5603455901146,65.63907939195633,197.65093779563904,649729631,3,1,1,5,1,907,'DFDDYSC','DFDDYSC_907'
NOW,114.53670751599401,37.055313146495074,1127.9920770525932,67.84170466661453,194.8467242717743,649729635,0,1,0,1,1,907,'DFDDYSC','DFDDYSC_907'
NOW,114.76390577270523,40.63812147428984,1130.9127385020256,69.35178798437119,193.0642445087433,649729639,1,0,1,4,0,907,'DFDDYSC','DFDDYSC_907'
NOW,117.35756158116249,39.56870857437675,1130.3012515306473,71.34382742643356,192.04882717132568,649729639,0,0,0,0,0,907,'DFDDYSC','DFDDYSC_907'
NOW,112.64770058526078,39.399931442341796,1130.5104622244835,74.12934750318527,190.92740321159363,649729643,1,0,1,5,1,907,'DFDDYSC','DFDDYSC_907'
NOW,116.52974702934644,37.72539612256117,1127.9109022021294,71.13397878408432,189.96391707658768,649729643,2,1,1,4,0,907,'DFDDYSC','DFDDYSC_907'
NOW,115.45075285365908,37.03189601601696,1125.6678370833397,70.21516090631485,189.20323437452316,649729646,0,0,1,1,1,907,'DFDDYSC','DFDDYSC_907'
NOW,116.76407690170942,38.09168899508647,1128.3367130160332,67.93818193674088,187.29210966825485,649729646,5,0,0,1,0,907,'DFDDYSC','DFDDYSC_907'
NOW,115.94540770216607,37.06923152353942,1128.4677662849426,65.1384487748146,185.84855729341507,649729649,4,1,0,0,0,907,'DFDDYSC','DFDDYSC_907'
NOW,112.48654190911108,39.064950083376225,1127.0517363548279,63.38504296541214,184.83526521921158,649729651,5,1,1,4,1,907,'DFDDYSC','DFDDYSC_907'
NOW,117.00465186369806,38.62270275009157,1128.5778303146362,60.421885550022125,184.1794336438179,649729655,2,1,0,5,1,907,'DFDDYSC','DFDDYSC_907'
NOW,113.62834966781593,40.183210001268435,1130.5481278896332,57.452714025974274,181.97258073091507,649729655,0,1,0,3,0,907,'DFDDYSC','DFDDYSC_907'
NOW,112.89061411657553,37.777710734584964,1133.4321925640106,55.33145648241043,179.85658079385757,649729655,5,0,1,1,1,907,'DFDDYSC','DFDDYSC_907'
NOW,113.75881491119313,40.25363257711077,1136.0440051555634,57.85684019327164,178.2526062130928,649729659,0,0,1,3,0,907,'DFDDYSC','DFDDYSC_907'
NOW,113.51055468061426,40.09922978315307,1136.243970990181,57.58729016780853,177.4201744198799,649729660,4,1,1,0,0,907,'DFDDYSC','DFDDYSC_907'
NOW,112.91563090834701,39.613240611236066,1134.134829878807,59.20506203174591,175.59950476884842,649729664,5,1,1,5,1,907,'DFDDYSC','DFDDYSC_907'
NOW,116.4427017617788,37.63420043192146,1135.9564549922943,58.68381869792938,173.57919865846634,649729664,0,0,1,5,0,907,'DFDDYSC','DFDDYSC_907'
NOW,113.4629393443557,37.458671005898715,1137.5958173274994,58.4546874165535,171.35554653406143,649729664,0,0,0,2,0,907,'DFDDYSC','DFDDYSC_907'
NOW,116.73625646921826,38.00137049132352,1137.5971766710281,60.100172340869904,170.28147095441818,649729664,5,0,0,1,1,907,'DFDDYSC','DFDDYSC_907'
NOW,113.37280501496355,37.50503028198951,1137.9842330217361,62.380262672901154,167.65309184789658,649729668,3,0,1,1,1,907,'DFDDYSC','DFDDYSC_907'
NOW,113.5242430403989,40.10169271999084,1138.175645828247,60.08969312906265,166.44692677259445,649729670,5,0,1,3,0,907,'DFDDYSC','DFDDYSC_907'
NOW,113.18170408997959,37.61918985944853,1136.3956849575043,59.655213356018066,163.89240807294846,649729671,1,1,0,1,1,907,'DFDDYSC','DFDDYSC_907'
NOW,114.61873399070318,37.03814378488545,1133.729532957077,59.470646262168884,160.95315474271774,649729672,2,0,0,2,0,907,'DFDDYSC','DFDDYSC_907'
NOW,112.47609893069856,38.725251159273256,1133.1636120676994,58.66176176071167,160.35308575630188,649729675,2,0,0,2,0,907,'DFDDYSC','DFDDYSC_907'
NOW,116.53330352144627,40.80504720007682,1135.0480534434319,55.99662470817566,158.08930897712708,649729676,4,1,1,4,1,907,'DFDDYSC','DFDDYSC_907'
NOW,112.47806177575411,38.30026394991601,1136.653944671154,54.013580322265625,156.13221216201782,649729680,1,1,0,2,1,907,'DFDDYSC','DFDDYSC_907'
NOW,116.5103466381963,40.05055980932087,1133.7263466715813,51.46795582771301,153.67739176750183,649729683,5,1,1,0,1,907,'DFDDYSC','DFDDYSC_907'
NOW,116.64809997937085,37.893488219602865,1133.0737832784653,48.990288496017456,153.56616306304932,649729683,2,1,0,0,0,907,'DFDDYSC','DFDDYSC_907'
NOW,116.13289279073086,40.787231677291786,1130.632423043251,48.922171115875244,153.12738424539566,649729683,3,1,0,2,1,907,'DFDDYSC','DFDDYSC_907'
NOW,114.8175015451048,40.65973457354808,1133.1193698644638,50.22894084453583,152.03524547815323,649729684,2,1,0,1,0,907,'DFDDYSC','DFDDYSC_907'
NOW,117.37015331512876,39.740263144812616,1135.1066542863846,50.138989210128784,150.10928803682327,649729688,4,0,0,4,0,907,'DFDDYSC','DFDDYSC_907'
NOW,113.12911439208303,39.78586776531965,1134.6317816972733,48.19307589530945,149.32293051481247,649729689,2,1,1,1,0,907,'DFDDYSC','DFDDYSC_907'
NOW,113.1321613709908,37.647281589959235,1134.9255091547966,47.98185443878174,149.2060130238533,649729693,0,0,1,0,0,907,'DFDDYSC','DFDDYSC_907'
NOW,114.02903442385892,40.35596123400285,1137.5144993662834,50.75342059135437,147.90870839357376,649729697,5,1,1,2,0,907,'DFDDYSC','DFDDYSC_907'
NOW,112.47278987766721,38.37704866603451,1138.8547895550728,48.77041053771973,147.0807785987854,649729701,4,1,0,2,1,907,'DFDDYSC','DFDDYSC_907'
NOW,117.01310400971808,38.675070777269376,1139.9697791934013,50.45333957672119,144.91022539138794,649729703,2,1,0,5,1,907,'DFDDYSC','DFDDYSC_907'
NOW,112.89183758442549,37.79288572659524,1141.2239025235176,52.00575828552246,143.81161308288574,649729707,5,1,0,3,1,907,'DFDDYSC','DFDDYSC_907'
NOW,112.46390357874,38.23800221190422,1140.5892857909203,51.82677894830704,142.52936577796936,649729709,4,0,0,4,0,907,'DFDDYSC','DFDDYSC_907'
NOW,115.91343454543033,40.76944048916408,1139.7849787473679,54.26234322786331,142.45954591035843,649729709,1,0,1,1,1,907,'DFDDYSC','DFDDYSC_907'
NOW,116.92359686810403,38.427775695275024,1139.9379664063454,52.208076775074005,141.9945751428604,649729711,1,0,1,5,1,907,'DFDDYSC','DFDDYSC_907'
NOW,116.66671726781,40.20523028327443,1141.9026105999947,51.305529713630676,140.08098304271698,649729714,0,0,0,2,1,907,'DFDDYSC','DFDDYSC_907'
NOW,113.16111182244768,39.81266750239411,1143.6045029759407,48.48376262187958,139.7584486603737,649729715,4,1,0,5,1,907,'DFDDYSC','DFDDYSC_907'
NOW,116.76827261270034,40.19283017408066,1142.0156777501106,47.71188062429428,137.42673259973526,649729719,3,0,1,1,0,907,'DFDDYSC','DFDDYSC_907'
NOW,112.47595897033561,38.52502027314135,1141.8836955428123,49.72094911336899,134.82325369119644,649729719,5,1,0,3,1,907,'DFDDYSC','DFDDYSC_907'
NOW,116.76263037216566,38.051997535411914,1139.9760788083076,50.38110154867172,133.61298352479935,649729723,0,1,1,0,0,907,'DFDDYSC','DFDDYSC_907'
NOW,116.36746477130347,39.82245637447188,1139.5805300474167,48.079828679561615,131.2040312886238,649729726,5,1,1,5,0,907,'DFDDYSC','DFDDYSC_907'
NOW,117.08989241674374,38.83383852292876,1140.2902987003326,48.53705143928528,128.77104932069778,649729730,3,0,1,4,1,907,'DFDDYSC','DFDDYSC_907'
