NOW,115.51055294806555,35.75549564929929,447.9330749511719,49.98862838745117,185.26551818847656,128156720,5,3,0,0,1006,'SIXTEEN','SIXTEEN_1006'
NOW,117.17158583950726,36.72639428441084,450.0827078819275,50.17201906442642,184.304094851017,128156720,0,5,1,3,1006,'SIXTEEN','SIXTEEN_1006'
NOW,115.30033298992373,35.5615327662501,451.21841633319855,49.20580351352692,183.42277443408966,128156720,0,4,1,6,1006,'SIXTEEN','SIXTEEN_1006'
NOW,115.81977294863961,35.91258092643198,449.909304857254,49.22801113128662,181.20896589756012,128156719,4,0,1,6,1006,'SIXTEEN','SIXTEEN_1006'
NOW,111.32624276979601,34.841475836740685,448.61057674884796,50.944385290145874,180.2075959444046,128156715,5,0,0,10,1006,'SIXTEEN','SIXTEEN_1006'
NOW,110.57485189908898,34.60718600752324,448.6400717496872,48.13581562042236,177.50058114528656,128156712,1,2,0,12,1006,'SIXTEEN','SIXTEEN_1006'
NOW,118.59246993671654,37.564586159912665,447.88345777988434,47.444363951683044,176.0722769498825,128156711,0,2,1,13,1006,'SIXTEEN','SIXTEEN_1006'
NOW,110.41604422765046,34.545918071770814,445.34226620197296,48.88361132144928,173.63849008083344,128156711,4,2,0,13,1006,'SIXTEEN','SIXTEEN_1006'
NOW,111.3371942088998,34.83357883929559,443.74683368206024,47.83609926700592,171.49895656108856,128156709,1,5,1,16,1006,'SIXTEEN','SIXTEEN_1006'
NOW,110.98073008633425,34.72963669076392,442.7516289949417,48.02344048023224,169.3411430120468,128156708,3,0,0,17,1006,'SIXTEEN','SIXTEEN_1006'
NOW,113.84789487022744,34.97737805107201,441.28492748737335,49.41374933719635,169.01713198423386,128156707,1,2,1,18,1006,'SIXTEEN','SIXTEEN_1006'
NOW,116.68068452369312,36.51302359891551,440.6820382475853,46.73078262805939,166.3476955294609,128156705,0,0,1,20,1006,'SIXTEEN','SIXTEEN_1006'
NOW,110.86780797181851,34.682264637628,439.14264315366745,46.726793467998505,164.45067447423935,128156705,2,1,1,20,1006,'SIXTEEN','SIXTEEN_1006'
NOW,117.51985528605984,36.79178288701715,438.1658339500427,44.058017909526825,163.81411135196686,128156704,5,5,1,23,1006,'SIXTEEN','SIXTEEN_1006'
NOW,114.74610479786315,34.97172336370185,436.9546967744827,43.115794360637665,162.40543913841248,128156703,3,0,1,26,1006,'SIXTEEN','SIXTEEN_1006'
NOW,117.89342875713321,37.101243318363515,435.34040355682373,44.005258321762085,160.96719324588776,128156700,2,1,0,30,1006,'SIXTEEN','SIXTEEN_1006'
NOW,113.61661433919222,34.97716870633105,437.4878318309784,44.731708347797394,158.93122327327728,128156699,2,2,0,33,1006,'SIXTEEN','SIXTEEN_1006'
NOW,115.84974457980606,35.934299847085754,436.177161693573,41.99452716112137,157.06027162075043,128156697,5,5,1,36,1006,'SIXTEEN','SIXTEEN_1006'
NOW,115.35384894837492,35.608591399065865,438.0731362104416,42.6911678314209,154.52375209331512,128156695,5,4,1,38,1006,'SIXTEEN','SIXTEEN_1006'
NOW,111.001054279258,34.725865707869,441.0471113920212,40.256083488464355,153.7947974205017,128156694,3,2,1,41,1006,'SIXTEEN','SIXTEEN_1006'
NOW,115.55657822146462,35.76811965117003,440.92766869068146,38.28822433948517,151.8532452583313,128156694,3,0,1,45,1006,'SIXTEEN','SIXTEEN_1006'
NOW,115.67396861386692,35.84625087557296,440.03332221508026,40.999215960502625,149.7958164215088,128156691,3,5,0,48,1006,'SIXTEEN','SIXTEEN_1006'
NOW,111.21072166016305,34.79992672321859,441.44640505313873,40.05107080936432,149.1129612326622,128156689,0,0,0,48,1006,'SIXTEEN','SIXTEEN_1006'
NOW,110.34807886522312,34.519805398499884,442.692587018013,41.11416447162628,147.79704302549362,128156686,4,3,0,50,1006,'SIXTEEN','SIXTEEN_1006'
NOW,114.85688908698086,35.103310724127155,442.37282621860504,40.42110311985016,146.5974616408348,128156683,5,5,1,54,1006,'SIXTEEN','SIXTEEN_1006'
NOW,116.77843476922106,36.57491190532094,441.2006005048752,38.5298148393631,146.1837875843048,128156679,4,4,0,56,1006,'SIXTEEN','SIXTEEN_1006'
NOW,113.19207689875103,34.962720690540415,438.31386506557465,35.75380098819733,145.41412162780762,128156679,1,4,0,57,1006,'SIXTEEN','SIXTEEN_1006'
NOW,114.07638351917291,34.998079688105726,439.9977433681488,38.72167384624481,144.69234454631805,128156677,1,0,1,60,1006,'SIXTEEN','SIXTEEN_1006'
NOW,112.92234465286055,34.94276643149928,437.98200821876526,38.133103132247925,144.2255346775055,128156673,1,3,1,61,1006,'SIXTEEN','SIXTEEN_1006'
NOW,116.07225012199451,36.07012909472375,435.0090844631195,38.93795484304428,143.9160948395729,128156671,4,4,0,64,1006,'SIXTEEN','SIXTEEN_1006'
NOW,115.21202391657673,35.48085739897481,436.5770857334137,38.4814378619194,141.91509872674942,128156670,3,5,1,68,1006,'SIXTEEN','SIXTEEN_1006'
NOW,110.55246722384634,34.59584005269338,436.6140270829201,40.21467453241348,139.01134878396988,128156669,3,5,0,69,1006,'SIXTEEN','SIXTEEN_1006'
NOW,117.76167290459628,36.91646281200552,438.9237065911293,41.88832551240921,138.4415860772133,128156665,0,3,1,69,1006,'SIXTEEN','SIXTEEN_1006'
NOW,118.47244701712012,37.538570296696115,437.87962275743484,43.33820515871048,138.37093633413315,128156664,0,5,0,73,1006,'SIXTEEN','SIXTEEN_1006'
NOW,112.03801136982861,34.91089783605375,438.9592817425728,45.995469868183136,136.24965351819992,128156662,0,2,1,77,1006,'SIXTEEN','SIXTEEN_1006'
NOW,116.75556583016197,36.54895150007082,439.05083018541336,47.13505393266678,135.03033941984177,128156662,3,5,1,80,1006,'SIXTEEN','SIXTEEN_1006'
NOW,117.4218545212122,36.77287368292628,436.72014647722244,48.06537187099457,134.81435132026672,128156658,4,0,1,81,1006,'SIXTEEN','SIXTEEN_1006'
NOW,116.83783522469739,36.590647835198716,436.40679758787155,48.02561795711517,133.03704142570496,128156654,1,2,1,82,1006,'SIXTEEN','SIXTEEN_1006'
NOW,118.85327540801886,37.596319160400824,435.2292473912239,46.70222079753876,132.73871862888336,128156653,5,0,1,83,1006,'SIXTEEN','SIXTEEN_1006'
NOW,112.69962459344707,34.933491834248514,432.29734069108963,44.031755805015564,129.74408662319183,128156652,3,4,0,84,1006,'SIXTEEN','SIXTEEN_1006'
NOW,111.872402240033,34.88919549206127,432.63575553894043,45.46294939517975,128.5330821275711,128156652,0,5,1,88,1006,'SIXTEEN','SIXTEEN_1006'
NOW,111.9259859219363,34.90097905315566,432.37582498788834,47.555606961250305,127.48178470134735,128156649,5,5,0,92,1006,'SIXTEEN','SIXTEEN_1006'
NOW,116.75119790709739,36.546825816159846,435.34816414117813,49.80463778972626,127.2290249466896,128156647,3,2,1,96,1006,'SIXTEEN','SIXTEEN_1006'
NOW,117.94064396480582,37.19247393783778,436.4721015095711,49.56433618068695,124.75535780191422,128156643,5,4,0,98,1006,'SIXTEEN','SIXTEEN_1006'
NOW,110.31516833647744,34.52207279097553,438.76415091753006,47.443063855171204,123.79471677541733,128156642,3,1,1,100,1006,'SIXTEEN','SIXTEEN_1006'
NOW,118.14610781571521,37.37211089159734,440.0099611878395,49.08806657791138,122.21671134233475,128156639,3,2,1,101,1006,'SIXTEEN','SIXTEEN_1006'
NOW,110.33605770585795,34.527855630792075,437.9784110188484,46.752339601516724,122.11935484409332,128156638,3,4,1,103,1006,'SIXTEEN','SIXTEEN_1006'
