NOW,101.1422211968838,22.9325025645556,5617.54150390625,99.88884735107422,256.7999267578125,'测试进程信息','测试订装信息',101.1422211968838,22.9325025645556,9876.583984375,54.24380874633789,0.39744699001312256,0,2,'测试身份证',570009952,2,5,0,803,'DFDDFSC','DFDDFSC_803'
NOW,104.13850270551653,23.73539986184132,5615.909906506538,102.47393465042114,255.37094044685364,'测试进程信息','测试订装信息',104.13850270551653,23.73539986184132,9878.290267944336,55.20611363649368,0.6407336592674255,0,2,'测试身份证',570009949,4,5,0,803,'DFDDFSC','DFDDFSC_803'
NOW,101.0534960057362,25.197677852179947,5615.944316208363,104.22122693061829,252.96256351470947,'测试进程信息','测试订装信息',101.0534960057362,25.197677852179947,9877.788421809673,54.230326533317566,0.5710210800170898,1,0,'测试身份证',570009947,4,3,1,803,'DFDDFSC','DFDDFSC_803'
NOW,103.68117234757091,24.31415786912512,5613.22362691164,104.21316742897034,252.63880497217178,'测试进程信息','测试订装信息',103.68117234757091,24.31415786912512,9880.605174481869,56.97554838657379,0.332014262676239,1,1,'测试身份证',570009947,1,2,0,803,'DFDDFSC','DFDDFSC_803'
NOW,101.85388536384416,26.381777075990158,5611.135078251362,102.04703617095947,250.8798604607582,'测试进程信息','测试订装信息',101.85388536384416,26.381777075990158,9882.557647883892,55.80305063724518,0.3845174312591553,5,4,'测试身份证',570009946,5,4,0,803,'DFDDFSC','DFDDFSC_803'
NOW,102.4039844423759,23.176017284706333,5610.078492820263,102.38851928710938,248.64628130197525,'测试进程信息','测试订装信息',102.4039844423759,23.176017284706333,9880.819948136806,53.60300576686859,0.0558851957321167,3,4,'测试身份证',570009943,5,5,0,803,'DFDDFSC','DFDDFSC_803'
NOW,102.58962976383138,23.149925036448458,5610.609724521637,103.21456849575043,247.86703324317932,'测试进程信息','测试订装信息',102.58962976383138,23.149925036448458,9882.123012006283,54.55627125501633,0.4300627112388611,4,0,'测试身份证',570009939,0,0,1,803,'DFDDFSC','DFDDFSC_803'
NOW,101.54124843347358,23.22125865595119,5611.621012926102,105.81468379497528,246.7380075454712,'测试进程信息','测试订装信息',101.54124843347358,23.22125865595119,9880.382917106152,53.45803862810135,0.3924403786659241,2,5,'测试身份证',570009939,1,1,0,803,'DFDDFSC','DFDDFSC_803'
NOW,102.40351798878868,26.10860276838227,5611.937428116798,104.6441034078598,246.58474558591843,'测试进程信息','测试订装信息',102.40351798878868,26.10860276838227,9877.731782138348,50.84002906084061,0.02181828022003174,1,3,'测试身份证',570009936,2,5,0,803,'DFDDFSC','DFDDFSC_803'
NOW,104.34503298101876,24.23793512177782,5609.692141413689,104.9152261018753,245.47862666845322,'测试进程信息','测试订装信息',104.34503298101876,24.23793512177782,9875.95885592699,49.84865438938141,0.8731454610824585,1,0,'测试身份证',570009934,0,0,1,803,'DFDDFSC','DFDDFSC_803'
NOW,103.49321334422991,25.532385772267137,5609.205472826958,104.74856096506119,245.31201714277267,'测试进程信息','测试订装信息',103.49321334422991,25.532385772267137,9878.212874233723,49.27743077278137,1.4992207884788513,2,2,'测试身份证',570009930,4,2,1,803,'DFDDFSC','DFDDFSC_803'
